CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,LILA,-25.5535,-25.5535,-68.0938,-68.0938,SUBAERIAL,,,s AR207 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,66.77,0.52,,15.23,,3.41,,,3.54,1.48,0.07,,3.1,3.52,0.14,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,29.8,,,,,,,,,,,,,,8.35,,,,,,,5.91,,,,,,,,123,428,15.02,141,15.8,1.65,,,,,,,,,,,4.34,682,34.8,67.7,7.5,25.1,4.61,0.97,3.4,0.44,2.49,0.49,1.35,0.19,1.25,0.16,3.98,1.05,,,,,,,,0.71,16.4,,12.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,240563
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,PATOS,-25.4985,-25.4985,-68.1182,-68.1182,SUBAERIAL,,,s AR208 [9154],ANDESITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,60.66,0.93,,16.55,,6,,,5.37,2.37,0.09,,3.28,3.22,0.23,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,20,,,,,,,,,,,,,,12.54,,,,,,,11.6,,,,,,,,94,413,22.23,207,16.2,1.66,,,,,,,,,,,2.85,547,38.4,80.3,9.41,34.1,6.24,1.43,5.48,0.72,4.13,0.79,2.2,0.3,1.75,0.24,5.62,1.02,,,,,,,,0.58,15.1,,12.5,3.3,,,,,,,,,,,,,,,,,,,,,,,,,240564
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,PATOS,-25.4896,-25.4896,-68.1139,-68.1139,SUBAERIAL,,,s 41559 [9154],LATITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,58.48,0.98,,16.93,,6.21,,,5.68,2.49,0.08,,2.81,3.46,0.26,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,13.1,,,,,,,,,,,,,,11.99,,,,,,,9.63,,,,,,,,58,434,17.2,208,14.4,1.65,,,,,,,,,,,2.14,538,34.6,72.3,8.54,31.3,5.78,1.32,4.87,0.56,3.38,0.59,1.8,0.22,1.39,0.18,5.65,0.83,,,,,,,,0.41,12.4,,10.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,,240565
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,PATOS,-25.4886,-25.4886,-68.1117,-68.1117,SUBAERIAL,,,s 41560 [9154],ANDESITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,60.49,1,,17.19,,6.07,,,5.85,2.36,0.1,,2.6,3.64,0.26,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,27.9,,,,,,,,,,,,,,13.42,,,,,,,10.37,,,,,,,,101,503,20.36,206,14.7,1.51,,,,,,,,,,,1.95,600,44.2,87.1,10.24,36.7,6.5,1.45,5.38,0.68,3.86,0.69,1.77,0.23,1.61,0.18,5.36,0.85,,,,,,,,0.42,14,,12.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,240566
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,PATOS,-25.4792,-25.4792,-68.1088,-68.1088,SUBAERIAL,,,s 41561 [9154],ANDESITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,60.32,0.92,,16.9,,5.71,,,5.36,2.1,0.08,,3.2,3.32,0.21,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,19.2,,,,,,,,,,,,,,14.19,,,,,,,10.17,,,,,,,,114,465,17.69,202,12.7,1.59,,,,,,,,,,,2.8,618,39.1,79.3,9.04,32.1,5.96,1.46,5.09,0.61,3.29,0.64,1.72,0.23,1.36,0.2,5.36,0.76,,,,,,,,0.53,15.9,,12.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,240567
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,CO. PATOS,-25.4755,-25.4755,-68.1098,-68.1098,SUBAERIAL,,,s AR213 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,64.43,0.52,,15.35,,2.98,,,3.14,0.94,0.06,,3.71,3.68,0.15,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,51.7,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,151,397,17.29,156,17.1,2.09,,,,,,,,,,,4.26,745,47.7,94,10.56,33.8,5.53,1.2,4.48,0.53,3.03,0.57,1.51,0.22,1.5,0.19,4.56,1.2,,,,,,,,0.75,18.5,,17.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,240568
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,PATOS,-25.4787,-25.4787,-68.1083,-68.1083,SUBAERIAL,,,s AR214 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,67.11,0.54,,15.69,,3.16,,,3.1,0.95,0.07,,3.72,3.71,0.16,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,42.3,,,,,,,,,,,,,,5.83,,,,,,,1.45,,,,,,,,125,365,16.6,163,17.2,2.37,,,,,,,,,,,4.05,735,44.9,91.5,9.55,32.5,5.19,1.14,4.29,0.5,3.02,0.53,1.51,0.22,1.31,0.21,4.99,1.2,,,,,,,,0.82,17.9,,16.6,4,,,,,,,,,,,,,,,,,,,,,,,,,240569
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,PATOS,-25.5077,-25.5077,-68.0871,-68.0871,SUBAERIAL,,,s AR215 [9154],LATITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,59.37,0.93,,17.41,,6.31,,,5.64,2.39,0.09,,3.1,3.28,0.26,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,17.3,,,,,,,,,,,,,,12.12,,,,,,,6.86,,,,,,,,65,422,20.48,210,14.7,1.73,,,,,,,,,,,2.26,549,35,73.6,8.86,32.2,6.42,1.3,5.8,0.63,3.8,0.72,1.92,0.28,1.78,0.24,5.59,0.89,,,,,,,,0.42,13.4,,11.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,240570
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,PATOS,-25.4809,-25.4809,-68.0527,-68.0527,SUBAERIAL,,,s AR216 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,63.37,0.72,,16.08,,4.75,,,4.61,2.18,0.07,,3.67,3.34,0.18,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,27.4,,,,,,,,,,,,,,11.77,,,,,,,20.46,,,,,,,,135,385,15.53,191,13,1.58,,,,,,,,,,,4.09,677,39.4,80.1,8.91,31.4,5.5,1.15,4.37,0.53,3.04,0.57,1.66,0.22,1.28,0.18,5.28,0.83,,,,,,,,0.71,20.9,,16,3.7,,,,,,,,,,,,,,,,,,,,,,,,,240571
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,PATOS,-25.4374,-25.4374,-68.0614,-68.0614,SUBAERIAL,,,s AR218 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,66.29,0.66,,15.51,,4.16,,,3.45,1.35,0.07,,4.15,3.15,0.14,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,44.3,,,,,,,,,,,,,,7.87,,,,,,,8.09,,,,,,,,217,287,24.28,278,23,2.72,,,,,,,,,,,9.88,527,52.6,107.4,12.05,40.9,7.07,1.22,6.16,0.83,4.79,0.9,2.18,0.33,2.19,0.28,8.42,2.35,,,,,,,,1.23,22.9,,35.1,11.8,,,,,,,,,,,,,,,,,,,,,,,,,240572
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,CO. PATOS,-25.4507,-25.4507,-68.0706,-68.0706,SUBAERIAL,,,s AR219 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,64.99,0.7,,15.46,,4.54,,,4.08,1.76,0.07,,3.85,3.3,0.16,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,40.9,,,,,,,,,,,,,,10.42,,,,,,,13.05,,,,,,,,192,356,21.29,164,19.5,2.96,,,,,,,,,,,8.17,565,46.8,96.1,10.87,34.9,6.31,1.11,5.16,0.68,4.14,0.79,1.93,0.28,1.75,0.22,4.7,1.74,,,,,,,,0.8,20.4,,26.8,8.8,,,,,,,,,,,,,,,,,,,,,,,,,240573
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,CO. ONAS (W),-25.4625,-25.4625,-68.0279,-68.0279,SUBAERIAL,,,s AR221 [9154],TRACHYDACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,62.5,0.85,,17.24,,5.01,,,4.75,1.55,0.08,,3.36,3.7,0.33,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,20.9,,,,,,,,,,,,,,9.42,,,,,,,2.52,,,,,,,,86,570,22.81,265,20.5,1.72,,,,,,,,,,,2.91,872,46.5,97.8,10.9,38.3,7.24,1.76,6.11,0.82,4.23,0.75,2.15,0.32,1.89,0.26,7.02,1.12,,,,,,,,0.47,17.4,,10.6,2.3,,,,,,,,,,,,,,,,,,,,,,,,,240574
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,CO. LILA,-25.5224,-25.5224,-68.0802,-68.0802,SUBAERIAL,,,s AR222 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,64.85,0.66,,15.48,,4.43,,,4.26,2.04,0.07,,3.21,3.49,0.16,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,23.6,,,,,,,,,,,,,,10.77,,,,,,,18.68,,,,,,,,123,438,17.49,114,16.2,1.09,,,,,,,,,,,4.06,633,33.9,66.3,7.79,27.4,4.72,1.14,4.76,0.55,3.21,0.58,1.61,0.22,1.48,0.2,3.33,1.06,,,,,,,,0.44,15.6,,11.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,240575
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,LILA,-25.5413,-25.5413,-68.0374,-68.0374,SUBAERIAL,,,s AR223 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,66.3,0.67,,15.38,,4.31,,,4.1,1.75,0.07,,3.04,3.82,0.19,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,32.2,,,,,,,,,,,,,,10.38,,,,,,,14.05,,,,,,,,123,508,17.43,107,17.3,0.76,,,,,,,,,,,3.31,590,37.7,75.7,8.58,29.8,5.23,1.15,4.38,0.53,3.22,0.59,1.65,0.23,1.62,0.22,3.26,1.21,,,,,,,,0.37,15.2,,12.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,240576
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,ANTOFALLA (UNNAMED VN.),-25.5669,-25.5669,-68.0141,-68.0141,SUBAERIAL,,,s AR224 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,67.55,0.51,,15.01,,3.31,,,3.26,1.58,0.06,,3.24,3.79,0.12,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,38.9,,,,,,,,,,,,,,7.39,,,,,,,17.34,,,,,,,,120,389,15.95,101,16.3,1.52,,,,,,,,,,,4.2,694,33.7,67.4,7.72,25.5,4.61,0.94,3.77,0.5,2.85,0.55,1.6,0.21,1.48,0.2,3.32,1.12,,,,,,,,0.51,15.9,,12.6,3.7,,,,,,,,,,,,,,,,,,,,,,,,,240577
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,ANTOFALLA (UNNAMED VN.),-25.5694,-25.5694,-68.009,-68.009,SUBAERIAL,,,s AR225 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,67.57,0.57,,15.41,,3.75,,,3.63,1.53,0.06,,3.26,3.86,0.14,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,35.6,,,,,,,,,,,,,,9.15,,,,,,,14.94,,,,,,,,123,464,15.78,104,14.5,1.39,,,,,,,,,,,4.01,702,38.1,73.6,8.49,29.7,5.1,1.11,4.04,0.48,2.82,0.53,1.45,0.2,1.27,0.15,3.06,0.99,,,,,,,,0.49,16.9,,13,3.7,,,,,,,,,,,,,,,,,,,,,,,,,240578
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,ANTOFALLA (UNNAMED VN.),-25.5725,-25.5725,-68.0134,-68.0134,SUBAERIAL,,,s AR226 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,63.72,0.58,,15.01,,3.89,,,4.97,1.94,0.06,,3.27,3.43,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,27.4,,,,,,,,,,,,,,9.51,,,,,,,12.8,,,,,,,,114,481,14.68,124,13.4,1.13,,,,,,,,,,,3.96,712,39,73.9,8.15,28.2,4.13,0.99,3.83,0.46,2.67,0.49,1.24,0.18,1.12,0.15,3.49,0.83,,,,,,,,0.58,17.1,,13.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,240579
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,QUATERNARY CINDER CONE,-25.6064,-25.6064,-68.0619,-68.0619,SUBAERIAL,,,s AR227 [9154],"ANDESITE, BASALTIC [9154]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,52.54,1.09,,15.51,,8.64,,,8.21,7.75,0.13,,1.68,2.82,0.22,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,15.4,,,,,,,,,,,,,,33.06,,,,,,,157.09,,,,,,,,49,589,26.6,181,12.7,1.64,,,,,,,,,,,0.49,315,22.8,48.4,6.27,24.8,5.22,1.36,4.8,0.67,4.06,0.74,1.91,0.25,1.83,0.23,3.89,0.56,,,,,,,,0.07,6.2,,4.3,1,,,,,,,,,,,,,,,,,,,,,,,,,240580
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,QUATERNARY CINDER CONE,-25.6128,-25.6128,-68.0622,-68.0622,SUBAERIAL,,,s AR228 [9154],"ANDESITE, BASALTIC [9154]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,53.15,1.1,,15.51,,8.81,,,8,8.07,0.13,,1.49,3.02,0.23,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,14.9,,,,,,,,,,,,,,10.2,,,,,,,164.31,,,,,,,,37,491,19.02,147,10.8,0.96,,,,,,,,,,,0.33,303,20.7,46.3,5.81,22.4,4.74,1.29,4.67,0.65,3.65,0.71,1.92,0.26,1.84,0.27,3.83,0.57,,,,,,,,,5.5,,2.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,240581
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,CAJEROS,-25.6175,-25.6175,-68.0587,-68.0587,SUBAERIAL,,,s AR229 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,68.47,0.53,,15.18,,3.61,,,3.25,1.39,0.07,,3.4,3.81,0.13,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,40.6,,,,,,,,,,,,,,8.92,,,,,,,22.92,,,,,,,,131,375,16.21,97,17,0.93,,,,,,,,,,,3.98,669,35.6,69.4,7.84,26.1,4.38,1.02,4.07,0.52,3.04,0.59,1.64,0.2,1.53,0.2,3.17,1.21,,,,,,,,0.37,15.2,,12.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,240582
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,CAJEROS,-25.6175,-25.6175,-68.0587,-68.0587,SUBAERIAL,,,s AR230 [9154],ANDESITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,60.44,0.9,,16.06,,6.28,,,5.75,3.72,0.09,,2.4,3.67,0.24,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,44.5,,,,,,,,,,,,,,15.07,,,,,,,54.87,,,,,,,,59,516,16.63,190,12,0.87,,,,,,,,,,,1.96,713,33.8,69.4,8.12,29.8,5.36,1.26,4.33,0.55,3.13,0.57,1.49,0.18,1.44,0.16,5.15,0.62,,,,,,,,0.1,13.9,,7.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,240583
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,CAJEROS,-25.6094,-25.6094,-68.0482,-68.0482,SUBAERIAL,,,s AR231 [9154],ANDESITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,59.75,1.02,,16.89,,6.62,,,5.9,3.23,0.08,,2.35,3.7,0.29,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,49.6,,,,,,,,,,,,,,14.16,,,,,,,39.51,,,,,,,,80,601,19.27,192,12.5,0.84,,,,,,,,,,,2.14,699,38.4,77.8,9.25,32.8,5.99,1.5,5.14,0.58,3.47,0.64,1.72,0.24,1.37,0.18,5.12,0.66,,,,,,,,0.13,13.5,,7.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,240584
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,CAJEROS,-25.6047,-25.6047,-68.04,-68.04,SUBAERIAL,,,s AR232 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,65.29,0.75,,15.86,,4.43,,,4.04,1.83,0.06,,3.41,3.81,0.2,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,26.7,,,,,,,,,,,,,,9.08,,,,,,,11.51,,,,,,,,135,492,11.85,218,11.6,1.44,,,,,,,,,,,3.18,797,46.8,91.4,10.15,34.4,5.63,1.26,4.05,0.45,2.29,0.37,0.98,0.13,0.79,0.09,5.9,0.59,,,,,,,,0.59,23,,15.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,240585
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,VN. ANTOFALLA,-25.5995,-25.5995,-67.9987,-67.9987,SUBAERIAL,,,s AR234 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,65.56,0.57,,15.37,,3.95,,,4.03,1.97,0.06,,3.43,3.48,0.15,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,26.8,,,,,,,,,,,,,,10.13,,,,,,,14.79,,,,,,,,126,503,15.07,117,14.6,1.44,,,,,,,,,,,4.18,684,36.2,69.7,7.75,25.9,4.73,0.95,3.85,0.46,2.65,0.46,1.26,0.19,1.08,0.16,3.26,0.92,,,,,,,,0.54,17.1,,12.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,240586
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,CAJEROS,-25.6046,-25.6046,-67.996,-67.996,SUBAERIAL,,,s AR235 [9154],DACITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,62.87,0.71,,15.44,,4.9,,,4.7,2.97,0.07,,3.34,3.44,0.19,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,9.55,,,,,,,37.41,,,,,,,,99,601,14.87,171,12.8,1.28,,,,,,,,,,,2.42,771,38.4,75.3,8.61,29.8,5.26,1.14,4.01,0.49,2.62,0.5,1.28,0.21,1.12,0.15,4.65,0.72,,,,,,,,0.39,15,,9.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,240587
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,CAJEROS,-25.6035,-25.6035,-68.0069,-68.0069,SUBAERIAL,,,s AR236 [9154],RHYOLITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,70.01,0.43,,14.97,,2.8,,,2.76,1.21,0.06,,3.6,3.98,0.12,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,36.6,,,,,,,,,,,,,,6.86,,,,,,,11.79,,,,,,,,141,327,16.44,138,19.8,0.87,,,,,,,,,,,3.67,588,31.6,63.9,7.25,23.8,4.47,0.91,3.76,0.47,3.09,0.53,1.8,0.25,1.63,0.23,4.7,1.46,,,,,,,,0.29,14.4,,14.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,,240588
[9154],CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / ARGENTINA / ANTOFALLA VOLCANIC COMPLEX / PACIFIC OCEAN,ONAS (W),-25.5086,-25.5086,-68.0419,-68.0419,SUBAERIAL,,,s AR237 [9154],SHOSHONITE [9154],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [9154] ,55.82,1.3,,17.75,,7.89,,,7.01,3.11,0.11,,2.29,3.56,0.36,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,24.1,,,,,,,,,,,,,,18.05,,,,,,,22.78,,,,,,,,70,751,24.4,208,17,1.67,,,,,,,,,,,1.64,697,42,85.2,10.17,36.3,6.75,1.76,6.11,0.78,4.56,0.82,2.2,0.3,1.84,0.26,5.23,0.81,,,,,,,,0.15,11.8,,7.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,240589
