CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,CERRO NEGRO GROUP,0.477185,0.477185,-78.330523,-78.330523,SUBAERIAL,4150,4150,s PB12019 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,61.19,0.54,,17.2,0,,,6.15,6.17,2.8,0.11,0,1.58,3.37,0.14,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.14933333,,180.8156667,9.187,,,18.78133333,10.44066667,48.435,144.6386667,,,2.304333333,,,29.35966667,787,11.21033333,71.41966667,2.274333333,0.689666667,,,,,,,,0.216333333,,,0.991333333,762.6573333,11.86766667,22.759,2.821333333,11.87366667,2.482333333,0.790666667,2.230333333,0.317333333,2.003666667,0.414,1.091,0.150666667,1.128666667,0.168666667,2.085333333,0.142333333,0.265333333,,,,,,,0.031333333,8.264666667,,4.771666667,2.216,0.512926837,,,0.703982384,,19.10361389,,15.62572887,,38.83969764,,,,,,,,,,,,,,,1017951
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,CERRO NEGRO GROUP,0.478208,0.478208,-78.334454,-78.334454,SUBAERIAL,4127,4127,s PB12020 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,60.74432671,0.528298214,,17.31422637,0,,,6.16,5.940862934,2.781041541,0.109646799,0,1.594862533,3.329275537,0.149518362,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.16766667,,186.7033333,8.843333333,,,18.00833333,10.94866667,49.436,139.786,,,10.53733333,,,28.84933333,769,10.924,71.85566667,2.305333333,0.925333333,,,,,,,,0.158,,,1.086666667,759.8736667,11.17833333,22.089,2.760333333,11.72766667,2.603,0.72,2.181333333,0.307333333,1.945,0.401666667,1.113333333,0.151333333,1.040333333,0.162666667,2.055,0.144,0.287333333,,,,,,,0.079333333,8.912666667,,4.850333333,2.262,0.512935917,,,0.703986934,,19.10383307,,15.62431718,,38.83952743,,,,,,,,,,,,,,,1017952
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,CERRO NEGRO GROUP,0.477795,0.477795,-78.342319,-78.342319,SUBAERIAL,3997,3997,s PB12022 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,61.93644755,0.488237762,,16.95878921,0,,,6,6.038205794,2.680325674,0.109604396,0,1.514533467,3.198455544,0.149460539,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.73166667,,126.0853333,7.828,,,16.56466667,8.415333333,43.17966667,144.0553333,,,3.147666667,,,27.27,733,12.18733333,74.05366667,2.24,0.596666667,,,,,,,,0.229333333,,,0.822666667,709.5863333,12.40466667,23.98766667,2.96,12.48733333,2.664666667,0.735,2.220666667,0.324,2.061333333,0.424666667,1.271,0.174666667,1.224666667,0.198,2.094,0.15,0.273333333,,,,,,,0.078,7.913333333,,4.474666667,1.875333333,0.512919787,,,0.703945765,,19.1120036,,15.62103724,,38.83629055,,,,,,,,,,,,,,,1017953
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,CERRO NEGRO GROUP,0.482731,0.482731,-78.322854,-78.322854,SUBAERIAL,4055,4055,s PB12034 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,60.58530302,0.57137033,,17.31151858,0,,,6.39,6.435434238,2.987164179,0.11026445,0,1.553726335,3.267837323,0.150360613,,,,,,,,,,,,,,,,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.881,,188.3533333,10.244,,,19.209,13.11133333,50.02066667,145.6616667,,,3.144333333,,,27.01866667,791,11.49966667,70.08133333,2.266666667,2.175,,,,,,,,0.811,,,0.230333333,0.810666667,731.2033333,12.924,24.108,2.904333333,12.838,2.777333333,0.781333333,2.260333333,0.305,2.019333333,0.403666667,1.104,0.161666667,1.127,0.165,2.025333333,0.142,,,,,,,0.238666667,0.030666667,,8.503666667,5.037333333,0.512898966,,,0.703987874,,19.11344576,,15.61949539,,38.83872046,,,,,,,,,,,,,,,1017954
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,CERRO NEGRO GROUP,0.490657,0.490657,-78.322267,-78.322267,SUBAERIAL,3939,3939,s PB12037 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,60.40186493,0.549834917,,17.27481341,0,,,6.48,6.408076038,3.009096548,0.109966983,0,1.579525763,3.239027514,0.149954977,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33866667,,183.5983333,8.205,,,18.94466667,13.259,53.114,150.1443333,,,3.180666667,,,28.51366667,788,11.47033333,68.94533333,2.039666667,0.704333333,,,,,,,,0.198333333,,,0.797,2.327666667,713.964,12.37933333,22.72933333,2.838333333,12.50566667,2.589,0.731333333,2.214666667,0.323333333,2.109666667,0.391333333,1.106666667,0.163666667,1.114666667,0.152333333,1.996,0.132666667,,,,,,,0.263666667,0.04,,7.807333333,5.179666667,0.512914328,,,0.703987184,,19.11507606,,15.61967261,,38.84415198,,,,,,,,,,,,,,,1017955
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,CERRO NEGRO GROUP,0.490356,0.490356,-78.339163,-78.339163,SUBAERIAL,4095,4095,s PB12039 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,60.55020998,0.547470253,,17.30005999,0,,,6.34,6.091850815,2.946385361,0.109494051,0,1.532916708,3.274867513,0.149310069,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.159,,181.348,11.882,,,19.51833333,16.763,50.45933333,155.8436667,,,3.071666667,,,26.704,760,10.92366667,74.98233333,2.405333333,0.988666667,,,,,,,,0.229,,,1.052,747.304,11.76266667,22.293,2.791,11.86133333,2.652,0.811666667,2.171333333,0.325666667,2.028,0.392666667,1.072666667,0.160333333,1.101333333,0.163,2.072666667,0.158333333,0.321666667,,,,,,,0.029333333,8.112333333,,4.72,1.991333333,0.512906926,,,0.703976854,,19.12667934,,15.62390569,,38.855836,,,,,,,,,,,,,,,1017956
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,NAGNARO DOME,0.50597,0.50597,-78.331274,-78.331274,SUBAERIAL,3938,3938,s PB12005 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,59.17292876,0.649154493,,17.80680708,9.99E-03,,,6.42,6.581427857,3.485460276,0.119843906,0,1.448113868,3.245772463,0.159791875,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51233333,,180.5276667,36.50666667,,,19.52733333,19.20366667,33.93466667,156.3643333,,,3.689666667,,,27.08066667,605,16.169,83.669,3.242,1.038666667,,,,,,,,0.094333333,,,0.448333333,704.2673333,11.98766667,22.94033333,2.933333333,13.29766667,2.755666667,0.851333333,2.877,0.404333333,2.775333333,0.566333333,1.668,1.496,0.262,1.899,0.264,2.287333333,0.214333333,,,,,,,0.267,0.072666667,,6.370333333,3.328333333,0.512899796,,,0.704046812,,19.07475881,,15.63272727,,38.82759812,,,,,,,,,,,,,,,1017957
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,NAGNARO DOME,0.512115,0.512115,-78.331694,-78.331694,SUBAERIAL,3925,3925,s PB12013 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,59.69016387,0.64967526,,17.64118205,1.00E-02,,,6.32,6.556722622,3.428286371,0.119940048,0,1.469265588,3.278361311,0.159920064,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.01133333,,142.4446667,31.663,,,18.92766667,16.864,31.898,135.4206667,,,3.814,,,26.50833333,605,16.098,79.36633333,3.079666667,1.424,,,,,,,,0.135,,,0.502333333,646.6723333,11.82266667,23.56133333,2.940333333,13.06433333,2.891666667,0.846,2.659333333,0.402,2.628,0.584333333,1.654,0.267666667,1.805666667,0.284,2.311666667,0.218666667,0.293666667,,,,,,,0.058666667,5.622,,3.157,1.443333333,0.512901226,,,0.704029893,,19.07203563,,15.62289648,,38.81085002,,,,,,,,,,,,,,,1017958
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,NAGNARO DOME,0.512115,0.512115,-78.331694,-78.331694,SUBAERIAL,3925,3925,s PB12014 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,59.39216808,0.639807904,,17.74467234,0,,,6.36,6.677994997,3.468958479,0.119963982,0,1.429570785,3.229030515,0.149954977,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.845,,168.5793333,31.012,,,19.45266667,20.12766667,30.837,138.9033333,,,2.991333333,,,28.00433333,612,16.286,77.046,3.080666667,1.043666667,,,,,,,,0.111,,,0.571666667,636.199,11.40166667,22.36933333,2.755,11.862,2.772666667,0.803666667,2.501666667,0.412,2.657666667,0.591,1.651666667,0.259,1.741,0.268,2.112,0.205666667,0.271333333,,,,,,,0.053,5.476333333,,3.088666667,1.513666667,0.512897056,,,0.704046812,,19.07085368,,15.62312475,,38.81100821,,,,,,,,,,,,,,,1017959
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,NAGNARO DOME,0.512115,0.512115,-78.331694,-78.331694,SUBAERIAL,3925,3925,s PB12014B [19324],"ANDESITE, BASALTIC [19324]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,56.098094,0.740370779,,16.18810702,4.00E-02,,,7.39,7.883948291,6.313161639,0.130065137,1.00E-02,1.030516084,3.06153322,0.130065137,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.36633333,,193.2986667,271.022,,,29.22566667,67.17833333,52.46466667,144.5396667,,,2.257666667,,,15.73066667,474.5973333,12.32933333,65.21033333,2.490333333,0.595,,,,,,,,0.088666667,,,0.315333333,457.0626667,7.365,16.24566667,2.348,11.73566667,2.865,0.944333333,2.555666667,0.383666667,2.360666667,0.442666667,1.202666667,0.176666667,1.201,0.165333333,1.914,0.149666667,0.199333333,,,,,,,0.013666667,3.686333333,,1.23,0.634,0.512883646,,,0.703955395,,19.05819656,,15.61194734,,38.78469363,,,,,,,,,,,,,,,1017960
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,NAGNARO DOME,0.512115,0.512115,-78.331694,-78.331694,SUBAERIAL,3925,3925,s PB12015 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,59.80180525,0.67080545,,17.58111,0,,,6.2,6.637970347,3.374051292,0.12014426,0,1.451743138,3.263919054,0.150180325,,,,,,,,,,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.59566667,,176.253,30.94366667,,,18.889,16.66233333,31.27166667,121.303,,,1.879,,,28.33633333,605,16.07033333,81.68433333,3.056,0.942,,,,,,,,0.093333333,,,0.684,636.4816667,11.97633333,23.73,2.883666667,12.61433333,2.749666667,0.793,2.852333333,0.383333333,2.762666667,0.570333333,1.654666667,0.270666667,1.751,0.264333333,2.1,0.19,0.259,,,,,,,0.026,4.585,,3.166666667,1.505666667,0.512905016,,,0.704029793,,19.06633507,,15.62012315,,38.80432319,,,,,,,,,,,,,,,1017961
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,NAGNARO DOME,0.514049,0.514049,-78.329897,-78.329897,SUBAERIAL,3948,3948,s PB12016 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,58.90657097,0.635646694,,18.02654296,9.93E-03,,,6.42,6.257147144,3.466260878,0.119183755,0,1.430205062,3.148437531,0.158911674,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.388,,184.0133333,33.89033333,,,20.271,15.67433333,60.43366667,134.875,,,1.917666667,,,25.62466667,606,17.07333333,82.894,3.25,1.020666667,,,,,,,,0.142333333,,,0.483666667,637.8913333,11.51366667,23.37266667,2.974333333,12.52533333,2.847333333,0.837333333,2.913333333,0.414333333,2.748,0.605333333,1.762666667,0.268,1.895333333,0.285,2.269,0.205,0.317333333,,,,,,,0.068333333,6.584,,3.378333333,1.587,0.512898296,,,0.704040822,,19.08607286,,15.6324129,,38.84009311,,,,,,,,,,,,,,,1017962
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,NAGNARO DOME,0.513731,0.513731,-78.326549,-78.326549,SUBAERIAL,4016,4016,s PB12017 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,59.66844893,0.671097342,,16.58005197,9.87E-03,,,6.72,5.842494503,3.710773536,0.128298021,0,1.50009994,3.019938037,0.148036178,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.55366667,,197.381,39.864,,,20.89333333,21.73933333,32.31866667,155.632,,,3.42,,,28.43266667,543,16.27133333,84.71966667,3.166,1.315666667,,,,,,,,0.159666667,,,0.522333333,649.722,9.773,19.64,2.523333333,11.201,2.632333333,0.821333333,2.520666667,0.375,2.651333333,0.607,1.722,0.28,1.788333333,0.296333333,2.363666667,0.209333333,0.314,,,,,,,0.057666667,6.281333333,,3.462666667,1.627,0.512895726,,,0.704040092,,19.06495396,,15.62439628,,38.80946235,,,,,,,,,,,,,,,1017963
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,NAGNARO DOME,0.513731,0.513731,-78.326549,-78.326549,SUBAERIAL,4016,4016,s PB12017B [19324],"ANDESITE, BASALTIC [19324]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,53.291315,0.579362,,17.330915,0.039956,,,8.73,8.69043,5.953444,0.159824,0.009989,0.679252,3.346315,0.109879,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.828,,244.3453333,253.7843333,,,29.24266667,38.67,28.09766667,182.825,,,3.189,,,9.303666667,480.027,15.54866667,47.93633333,2.092333333,0.846333333,,,,,,,,0.074333333,,,0.304333333,236.4403333,6.716,18.55866667,3.236333333,17.46933333,5.067,1.381,4.304666667,0.571333333,3.373666667,0.588,1.442333333,0.211,1.342,0.179,1.540333333,0.110666667,0.121,,,,,,,0.015333333,3.350333333,,0.673,0.349333333,0.512894296,,,0.703955485,,19.0482466,,15.61873148,,38.77398678,,,,,,,,,,,,,,,1017964
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,NAGNARO DOME,0.509953,0.509953,-78.32506,-78.32506,SUBAERIAL,3997,3997,s PB12028 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,59.65635564,0.659075908,,17.60531553,0,,,6.3,6.570787079,3.42519752,0.119831983,0,1.437983798,3.225477548,0.149789979,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.59566667,,159.0626667,30.05433333,,,20.374,18.51133333,32.17266667,161.4236667,,,88.94466667,,,26.75366667,604,16.87766667,87.50766667,3.347,1.112666667,,,,,,,,0.115666667,,,0.477333333,646.2413333,11.88166667,23.53,2.991333333,13.30366667,3.148666667,0.830666667,2.848,0.431333333,2.871,0.589333333,1.779,0.272,2.007666667,0.293333333,2.359666667,0.206,0.265,,,,,,,0.245,6.197,,3.348666667,1.502,0.512884866,,,0.704039272,,19.05150921,,15.60789748,,38.76996696,,,,,,,,,,,,,,,1017965
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,ANDESITIC OLD YANAURCU,0.498951,0.498951,-78.338531,-78.338531,SUBAERIAL,3918,3918,s PB12003 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,60.30068745,0.745803357,,16.9943725,2.98E-02,,,5.91,5.777490008,3.719072742,7.96E-02,9.94E-03,1.372278177,3.729016787,0.188936851,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.72333333,,161.845,204.438,,,19.48066667,77.03766667,46.27366667,150.584,,,1.99,,,26.94133333,537,11.05266667,92.81766667,4.030666667,0.896333333,,,,,,,,0.114333333,,,0.562666667,633.3166667,12.09766667,22.741,3.096333333,13.43066667,3.082333333,0.892333333,2.562333333,0.347666667,2.125333333,0.393,1.028666667,0.148666667,0.931,0.147666667,2.455,0.241333333,0.208333333,,,,,,,0.109666667,4.566333333,,1.964666667,0.850666667,0.512857225,,,0.704020783,,18.94565853,,15.61610032,,38.6813366,,,,,,,,,,,,,,,1017966
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,ANDESITIC OLD YANAURCU,0.499239,0.499239,-78.335577,-78.335577,SUBAERIAL,3937,3937,s PB12004 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,58.58154461,0.817787991,,16.75468079,3.99E-02,,,6.43,6.462519732,4.856862823,0.089757219,9.97E-03,1.23665501,3.620207813,0.199460486,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.74533333,,172.2573333,259.2323333,,,23.21333333,94.65833333,46.471,151.2533333,,,3.057666667,,,23.89666667,541,11.575,91.98,4.303666667,0.933,,,,,,,,0.1245,,,0.431333333,592.2096667,11.82566667,22.75433333,3.071,13.53733333,3.184666667,0.749,0.929666667,2.607333333,0.368333333,2.27,0.414333333,1.08,0.164333333,1.003333333,0.157666667,2.354666667,0.245666667,,,,,,,0.243666667,0.092,,6.323666667,1.886333333,0.512863945,,,0.704045832,,18.96556545,,15.63093913,,38.72480376,,,,,,,,,,,,,,,1017967
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,ANDESITIC OLD YANAURCU,0.503793,0.503793,-78.335423,-78.335423,SUBAERIAL,3820,3820,s PB12011 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,57.90635936,0.795280472,,16.71083092,2.98E-02,,,6.17,6.789707029,5.268733127,9.94E-02,9.94E-03,1.242625737,3.509175082,0.198820118,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.83566667,,165.6013333,221.191,,,24.61833333,97.10366667,41.505,145.8496667,,,3.850666667,,,22.871,573,12.238,94.15233333,4.175,1.163333333,,,,,,,,0.137,,,0.552333333,794.422,12.02933333,24.56333333,3.193666667,13.28333333,3.032,0.806333333,0.938666667,2.815,0.364,2.378666667,0.467666667,1.226,0.169,1.185666667,0.175333333,2.496666667,0.232,,,,,,,0.232333333,0.1,,4.518,2.151,0.512855225,,,0.704040912,,18.97532326,,15.6249149,,38.7212535,,,,,,,,,,,,,,,1017968
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,ANDESITIC OLD YANAURCU,0.501206,0.501206,-78.328323,-78.328323,SUBAERIAL,3946,3946,s PB12025 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,59.68600982,0.783906031,,16.56125526,3.97E-02,,,5.91,5.447650771,4.802664797,8.93E-02,9.92E-03,1.329663394,3.552384292,0.178611501,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.899,,145.2056667,299.1563333,,,22.57566667,104.995,32.68766667,135.32,,,2.001666667,,,26.22833333,507,10.76866667,95.61533333,4.121666667,0.917,,,,,,,,0.154666667,,,0.574,654.5893333,10.97933333,21.042,2.853,12.63366667,2.917,0.823,0.893,2.492666667,0.357666667,2.161,0.4,1.047666667,0.154333333,1.004666667,0.146333333,2.397333333,0.254666667,,,,,,,0.230333333,0.025,,3.361,2.002,0.512848714,,,0.704018313,,18.96850781,,15.62088406,,38.70900781,,,,,,,,,,,,,,,1017969
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,ANDESITIC OLD YANAURCU,0.504656,0.504656,-78.323689,-78.323689,SUBAERIAL,3981,3981,s PB12026 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,61.47919263,0.709644395,,16.91152559,9.99E-03,,,5.29,5.617185215,3.358317139,8.00E-02,9.99E-03,1.489253731,4.047971552,0.189904838,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85866667,,139.5573333,96.38133333,,,18.75766667,52.99533333,31.024,150.8276667,,,30.29,,,29.16133333,574,10.06966667,103.9016667,4.379666667,0.967333333,,,,,,,,0.126333333,,,0.392,652.2046667,12.52166667,24.90566667,3.234666667,13.51466667,3.014333333,0.904333333,2.444,0.354666667,1.977,0.359333333,0.911,0.14,0.911,0.131,2.693333333,0.279,0.895666667,,,,,,,0.269333333,0.081,,4.513333333,2.226666667,0.512830174,,,0.704065162,,18.96711169,,15.62056368,,38.70913596,,,,,,,,,,,,,,,1017970
[19324],CONVERGENT MARGIN,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / YANAURCU / PACIFIC OCEAN,ANDESITIC OLD YANAURCU,0.509165,0.509165,-78.321407,-78.321407,SUBAERIAL,4038,4038,s PB12027 [19324],ANDESITE [19324],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [19324] ,61.94511293,0.712012792,,17.26631021,1.98E-02,,,5.83,4.796197282,2.086593044,4.94E-02,9.89E-03,1.513027184,3.906181291,0.168114132,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.11166667,,136.541,111.0556667,,,16.14566667,55.548,29.52266667,150.7963333,,,5.151666667,,,30.90066667,560,10.79333333,107.213,4.533666667,1.058,,,,,,,,0.145333333,,,0.487666667,709.1463333,13.51566667,24.74133333,3.394333333,14.91833333,3.331,0.927,2.507,0.33,2.105666667,0.374333333,1.057,0.131666667,0.887666667,0.133666667,2.724,0.273,0.256333333,,,,,,,0.067333333,4.444,,2.327333333,0.939,0.512827725,,,0.704065519,,18.9621217,,15.61815579,,38.70644573,,,,,,,,,,,,,,,1017971
